Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 observer.py:14(__init__)
        1    0.000    0.000    0.005    0.005 observer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 observer.py:329(MinMaxObserver)
       19    0.000    0.000    0.000    0.000 observer.py:38(_with_args)
        1    0.000    0.000    0.000    0.000 observer.py:460(MovingAverageMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:542(PerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:723(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:799(HistogramObserver)
        1    0.000    0.000    0.000    0.000 observer.py:83(ObserverBase)
        1    0.000    0.000    0.000    0.000 omniglot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 omniglot.py:8(Omniglot)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:105(OneHotCategoricalStraightThrough)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:7(OneHotCategorical)
        1    0.000    0.000    0.001    0.001 operator_schemas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:14(ArgsKwargsPair)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:24(_nonzero_schemas)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:39(_FakeGlobalNamespace)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:10(_RequiredParameter)
        1    0.000    0.000    0.000    0.000 optimizer.py:18(Optimizer)
     1200    0.049    0.000    0.563    0.000 optimizer.py:189(zero_grad)
        1    0.000    0.000    0.000    0.000 optimizer.py:232(add_param_group)
        1    0.000    0.000    0.000    0.000 optimizer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:78(_hook_for_profile)
        1    0.000    0.000    0.000    0.000 optimizer.py:81(profile_hook_step)
     1200    0.027    0.000    8.016    0.007 optimizer.py:83(wrapper)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        6    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        6    0.000    0.000    0.000    0.000 os.py:1100(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       21    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       27    0.000    0.000    0.000    0.000 os.py:740(check_str)
       25    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        3    0.000    0.000    0.000    0.000 os.py:771(getenv)
      251    0.000    0.000    0.001    0.000 os.py:816(fsdecode)
        2    0.000    0.000    0.008    0.004 overrides.py:1(<module>)
       75    0.000    0.000    0.000    0.000 overrides.py:111(set_module)
       75    0.000    0.000    0.000    0.000 overrides.py:122(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:141(array_function_dispatch)
      316    0.001    0.000    0.033    0.000 overrides.py:183(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:219(array_function_from_dispatcher)
       23    0.000    0.000    0.002    0.000 overrides.py:223(decorator)
        9    0.000    0.000    0.000    0.000 overrides.py:24(set_array_function_like_doc)
      286    0.001    0.000    0.005    0.000 overrides.py:89(verify_matching_signatures)
        1    0.000    0.000    0.011    0.011 package_exporter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_exporter.py:103(EmptyMatchError)
        1    0.000    0.000    0.000    0.000 package_exporter.py:111(PackagingError)
        1    0.000    0.000    0.000    0.000 package_exporter.py:146(PackageExporter)
        1    0.000    0.000    0.000    0.000 package_exporter.py:41(_ModuleProviderAction)
        1    0.000    0.000    0.000    0.000 package_exporter.py:62(PackagingErrorReason)
        1    0.000    0.000    0.000    0.000 package_exporter.py:86(_PatternInfo)
        1    0.000    0.000    0.002    0.002 package_importer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package_importer.py:31(PackageImporter)
        1    0.000    0.000    0.000    0.000 package_importer.py:587(_PathNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:591(_PackageNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:597(_ModuleNode)
        1    0.000    0.000    0.000    0.000 package_importer.py:604(_ExternNode)
       52    0.000    0.000    0.001    0.000 package_importer.py:616(patched_getfile)
        1    0.000    0.000    0.000    0.000 package_importer.py:626(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:129(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:13(_ConstantPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:169(_ReflectionPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:180(ReflectionPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:220(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:271(ReflectionPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:29(ConstantPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:323(_ReplicationPadNd)
        1    0.000    0.000    0.000    0.000 padding.py:334(ReplicationPad1d)
        1    0.000    0.000    0.000    0.000 padding.py:374(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:425(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:465(ZeroPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:79(ConstantPad2d)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:133(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 parameter.py:157(UninitializedBuffer)
       10    0.000    0.000    0.000    0.000 parameter.py:23(__new__)
        1    0.000    0.000    0.000    0.000 parameter.py:49(UninitializedTensorMixin)
        1    0.000    0.000    0.000    0.000 parameter.py:6(Parameter)
        1    0.000    0.000    0.000    0.000 parametrization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parametrization.py:17(ZeroesParametrization)
        1    0.000    0.000    0.000    0.000 parametrization.py:30(ActivationReconstruction)
        1    0.000    0.000    0.000    0.000 parametrization.py:54(BiasHook)
        1    0.000    0.000    0.000    0.000 parametrization.py:6(PruningParametrization)
        1    0.000    0.000    0.003    0.003 parametrizations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parametrizations.py:284(_SpectralNorm)
        1    0.000    0.000    0.000    0.000 parametrizations.py:31(_OrthMaps)
        1    0.000    0.000    0.000    0.000 parametrizations.py:37(_Orthogonal)
        1    0.000    0.000    0.001    0.001 parametrize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parametrize.py:65(ParametrizationList)
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pareto.py:8(Pareto)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:131(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:216(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:321(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:348(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:797(Quoter)
        1    0.000    0.000    0.006    0.006 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.043    0.043 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:102(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:1043(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1066(Path)
        2    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
        4    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
        1    0.000    0.000    0.000    0.000 pathlib.py:1138(home)
        1    0.000    0.000    0.000    0.000 pathlib.py:120(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:137(<setcomp>)
        3    0.000    0.000    0.000    0.000 pathlib.py:155(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:1578(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1585(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:266(gethomedir)
        1    0.000    0.000    0.000    0.000 pathlib.py:295(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:404(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:409(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:534(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:550(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:581(_RecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:61(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(_PathParents)
        4    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.001    0.001    0.001    0.001 pathlib.py:653(PurePath)
        4    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        2    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:715(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:736(_make_child)
        1    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
        2    0.000    0.000    0.000    0.000 pathlib.py:974(__truediv__)
        1    0.000    0.000    0.000    0.000 phototour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 phototour.py:12(PhotoTour)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.001    0.001 pickletools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickletools.py:1093(OpcodeInfo)
       68    0.000    0.000    0.000    0.000 pickletools.py:1124(__init__)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.000    0.000 pickletools.py:2224(assure_pickle_consistency)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 pickletools.py:948(StackObject)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 pin_memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:59(PixelUnshuffle)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:7(PixelShuffle)
      251    0.000    0.000    0.001    0.000 pkgutil.py:406(get_importer)
        1    0.000    0.000    0.000    0.000 places365.py:1(<module>)
        1    0.000    0.000    0.000    0.000 places365.py:11(Places365)
        1    0.000    0.000    0.000    0.000 platform.py:1008(_sys_version)
        1    0.000    0.000    0.000    0.000 platform.py:1112(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:233(_norm_version)
        1    0.000    0.000    0.024    0.024 platform.py:261(_syscmd_ver)
        1    0.000    0.000    0.012    0.012 platform.py:3(<module>)
        1    0.000    0.000    0.025    0.025 platform.py:360(win32_ver)
        1    0.000    0.000    0.000    0.000 platform.py:587(_node)
        1    0.000    0.000    0.000    0.000 platform.py:734(_get_machine_win32)
        1    0.000    0.000    0.000    0.000 platform.py:747(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:779(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:785(uname_result)
       32    0.000    0.000    0.025    0.001 platform.py:830(uname)
       17    0.000    0.000    0.025    0.001 platform.py:919(system)
       15    0.000    0.000    0.000    0.000 platform.py:956(machine)
        1    0.000    0.000    0.011    0.011 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poisson.py:9(Poisson)
